Date,return,prev_day_return,prev_2day_return,prev_week_return,volume_1d,volume_5d,volatility_5d,volatility_21d,ma_5d,ma_21d,rsi_5d,rsi_21d,Target
2015-01-27,0.0018946464403355456,0.0018946464403355456,0.0018946464403355456,0.014117279817656536,5012077,3918454.8,0.10810730880871658,0.028384554283618916,97.9374008178711,99.40883309500558,40.98993650594188,45.64551015832793,neutral
2015-01-28,0.013358452911355956,0.0018946464403355456,0.0018946464403355456,0.014117279817656536,4275222,3918454.8,0.10810730880871658,0.028384554283618916,97.9374008178711,99.40883309500558,42.67016479176755,46.15722111546631,positive
2015-01-29,-0.023054467455628114,0.013358452911355956,0.0018946464403355456,0.014117279817656536,3198822,3918454.8,0.10810730880871658,0.028384554283618916,97.9374008178711,99.40883309500558,55.53475416076755,49.92237407310345,negative
2015-01-30,0.013062482673454445,-0.023054467455628114,0.013358452911355956,0.014117279817656536,4260032,3918454.8,0.10810730880871658,0.028384554283618916,97.9374008178711,99.40883309500558,23.094916969202984,42.04866967932235,positive
2015-02-02,0.00924463377443363,0.013062482673454445,-0.023054467455628114,0.014117279817656536,2846121,3918454.8,0.10810730880871658,0.028384554283618916,97.9374008178711,99.40883309500558,34.116853642838066,45.84895782822674,neutral
2015-02-03,-0.0068095546983207855,0.00924463377443363,0.013062482673454445,0.014117279817656536,3115341,3539107.6,0.10810730880871658,0.028384554283618916,98.2131576538086,99.40883309500558,46.97582077580509,48.864523954119065,neutral
2015-02-04,0.010557599240122117,-0.0068095546983207855,0.00924463377443363,0.005306891606598585,2826866,3249436.4,0.11256844480968416,0.028384554283618916,98.3170150756836,99.40883309500558,31.656033646061204,46.36701226205005,positive
2015-02-05,-0.0028821675152229664,0.010557599240122117,-0.0068095546983207855,0.0025282919018410066,2452398,3100151.6,0.10904020701668217,0.028384554283618916,98.36715545654297,99.40883309500558,49.14893626428609,49.94436190333227,neutral
2015-02-06,-0.007406892569501,-0.0028821675152229664,0.010557599240122117,0.02322883326192704,2184972,2685139.6,0.0629833986521027,0.028384554283618916,98.81720275878907,99.40883309500558,42.085837747312844,48.90868284300221,neutral
2015-02-09,0.005945568665486789,-0.007406892569501,-0.0028821675152229664,0.002554042411734958,2479308,2611777.0,0.06199226294064488,0.028384554283618916,98.8673324584961,99.40883309500558,19.030612273741454,46.191643468799455,neutral
2015-02-10,-0.0019115578795876331,0.005945568665486789,-0.007406892569501,-0.0007231521855595169,2254580,2439624.8,0.05682550103834537,0.028384554283618916,98.85300750732422,99.40883309500558,25.501600885004265,48.134051946290995,neutral
2015-02-11,0.00869401886812704,-0.0019115578795876331,0.005945568665486789,0.0042048602060036355,2027340,2279719.6,0.05143111513664265,0.028384554283618916,98.93573455810547,99.40883309500558,18.31508739334238,47.45343823971982,neutral
2015-02-12,0.0001808515427814683,0.00869401886812704,-0.0019115578795876331,0.002352994989860635,1932377,2175715.4,0.04716746618010378,0.028384554283618916,98.98251647949219,99.40883309500558,28.190884063964475,50.307504128699684,neutral
2015-02-13,0.005906008804545504,0.0001808515427814683,0.00869401886812704,0.00543209580069548,2143232,2167367.4,0.04537863414583156,0.028384554283618916,99.09020538330078,99.40883309500558,28.448380824491053,50.368041444432734,neutral
2015-02-17,0.002875582374875618,0.005906008804545504,0.0001808515427814683,0.018917196824966842,2512676,2174041.0,0.03149068552079922,0.028384554283618916,99.4624526977539,99.40883309500558,37.36684034569567,52.32677548340932,neutral
2015-02-18,-0.0018519119982103316,0.002875582374875618,0.005906008804545504,0.01580762318305462,1856192,2094363.4,0.030295415955082353,0.028384554283618916,99.77536010742188,99.40883309500558,42.59940959932882,53.293481282273255,neutral
2015-02-19,0.006164219427965412,-0.0018519119982103316,0.002875582374875618,0.015868327964752904,1971965,2083288.4,0.03017021235586359,0.028384554283618916,100.0888687133789,99.40883309500558,38.12233754138292,52.75661810151367,neutral
2015-02-20,0.004104150332980616,0.006164219427965412,-0.0018519119982103316,0.013320535394071076,2890254,2274863.8,0.024940160930143326,0.028384554283618916,100.35432891845703,99.40883309500558,48.092371249256175,54.74782513647648,neutral
2015-02-23,0.0018365194431007037,0.004104150332980616,0.006164219427965412,0.017295375768652255,2195856,2285388.6,0.023077233964721493,0.028384554283618916,100.69906463623047,99.40883309500558,55.93170573167393,56.09870601548687,neutral
2015-02-24,-0.0013600859722759928,0.0018365194431007037,0.004104150332980616,0.013179809629369155,2117279,2206309.2,0.021131942947688484,0.028384554283618916,100.96331939697265,99.40883309500558,59.41287032438545,56.69735843439864,neutral
2015-02-25,0.004263249808838188,-0.0013600859722759928,0.0018365194431007037,0.008900621138751452,2414844,2318039.6,0.024509840138616665,0.028384554283618916,101.14228973388671,99.40883309500558,57.85597214619388,56.36835389783713,neutral
