,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,"Epit, mV (SCE)",,,Test Temp.,Test Solution,[Cl-],,,Scan Rate,Heat treatment,Microstructures,Comments,Reference,Material class,,,,
No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,Avg.,Max,Min,oC,,M,pH,Test Method,mV/s,,,,,,,,,
212.00,72.40,17.40,10.20,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,458.43,NA,NA,0, 0.1N NaCl ,0.1000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
213.00,72.20,17.80,10.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.71,NA,NA,0, 0.1N NaCl ,0.1000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
214.00,72.10,17.60,10.30,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.28,NA,NA,25, 0.1N NaCl ,0.1000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
215.00,72.40,17.40,10.20,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.92,NA,NA,25, 0.1N NaCl ,0.1000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
216.00,72.20,17.80,10.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.62,NA,NA,25, 0.1N NaCl ,0.1000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
217.00,72.10,17.60,10.30,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297.24,NA,NA,25,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
218.00,72.40,17.40,10.20,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.82,NA,NA,25,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
219.00,72.20,17.80,10.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.78,NA,NA,25,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
220.00,72.10,17.60,10.30,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.22,NA,NA,0,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
221.00,72.40,17.40,10.20,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.57,NA,NA,0,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
222.00,72.20,17.80,10.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.31,NA,NA,0,0.1N NaBr,0.0000,7.00,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N NaCl and O*lN NaBr. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the final value. ",0.17,"Alloys were prepared by vacuum melting in dense alumina crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the International Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",NA,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",81,Fe Alloy,,,,
223.00,70.12,18.80,6.00,1.01,0.00,0.09,0.00,0.01,0.50,3.47,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,NA,NA,30,Deaerated 1 N NaCI,1.0000,7.00,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N NaCI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxygenating the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction furnace.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the furnace; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical analysis.","Nitrogen, which is an austenite stabilizer, shifts the a-'y phase boundaries in Fe-Cr-Ni alloys, as described in Figure 8.","Some compositions were provided with ""~"" and ""<"" signs in the paper",54,Fe Alloy,,,,
224.00,69.13,18.80,6.00,1.98,0.00,0.06,0.00,0.03,0.50,3.50,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,NA,NA,30,Deaerated 1 N NaCI,1.0000,7.00,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N NaCI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxygenating the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction furnace.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the furnace; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical analysis.","Nitrogen, which is an austenite stabilizer, shifts the a-'y phase boundaries in Fe-Cr-Ni alloys, as described in Figure 8.","Some compositions were provided with ""~"" and ""<"" signs in the paper",54,Fe Alloy,,,,
