Ford,Clorox,Chubb,Hormel Food,Grainger,AT&T,AbbVie,Amcor,Ecolab,Pentair
-0.024399476,-0.000562923,0.005687023,-0.008753352,-0.004866807,-0.012523707,-0.002692209,0.007146423,-0.003434235,-0.013022301
0,-0.011704108,-0.003544061,-0.011622133,-0.00348543,0.0011538,-0.012832514,0.011128049,0.001473281,0.004465745
0.005989969,-0.00979534,-0.01812396,-0.006885082,0.026143874,-0.022021587,-0.007481694,-0.0234106,0.001580001,0.019384383
0.010561152,-0.010279541,0.021147618,0.003320856,-0.001306062,-0.002623008,0.007998254,0.016343542,0.005266825,0.025274922
-0.000656717,0.003159283,-0.009571441,-0.001531253,-0.023395936,-0.007248732,-0.004361576,0.002024276,0.01141505,0.015103791
-0.001973082,-0.005033859,-0.001472652,0.015460862,-0.020444227,0,0.00067396,0.009058923,-0.00241206,0.000449572
-0.013921321,0,-0.008828238,0.016203364,0.002334537,-0.041869677,0.017952959,-0.005022623,0.011366422,-0.013121322
-0.061250637,-0.006816706,0.017579383,-0.018612231,0.000851105,-0.069239309,-0.008713561,-0.005047977,-0.004733684,0.001062084
0.00566169,0.00331685,0.006915003,-0.001524289,-0.00497301,-0.005930311,0.012895753,0.007060034,0.005529313,-0.00471232
-0.004952177,0.004663893,0.000983999,0.005830869,0.00765268,0.081357271,0.008021609,0.003010566,-0.007076605,0.010609463
-0.00497697,-0.000905232,0.031588539,0.016297173,0.001434943,0.004786348,0.032232014,-0.003010566,0.002453228,0.002266297
-0.007153003,0.00760366,0.002104204,-0.001742408,0.002408594,0.006798163,0.010842019,0.007010744,0.007587994,0.001206538
0.012977726,-0.003987939,0.003646811,0.009422427,0.000338076,0.012790391,-0.003903699,0.008941711,0.001373451,-0.001206538
-0.02759799,-0.013953676,-0.02535102,0.002957077,-0.003450882,-0.010084041,-0.010884436,0.006900175,0.007468359,0.001357374
0.006605587,0.004369284,0.051679358,0.004174395,-0.005874135,0.006062674,0.001904524,-0.002951433,-0.009952469,0.008554097
0.004379509,-0.018586388,0.025463504,-0.004420468,-0.05038761,-0.025851806,0.047816575,0.002951433,-0.027523981,0.027851159
-0.034831234,0.019952002,-0.025026528,0.01004047,0.009203055,-0.004143705,0.013346874,0.003921441,-0.001360799,0.012707819
-0.00377784,-0.01578446,-0.007651283,-0.003906275,0.009688022,0.004832609,-0.008454612,0.003906223,-0.002399762,-0.002730077
0.015772025,0.001583137,-0.00583858,-0.007119217,-0.017994562,-0.015267406,-0.006977191,-0.024668095,0.011023459,0.005738861
-0.02872459,0.004931052,0.01140012,0.019517575,-0.00493409,0.003490354,0.005639246,-0.016113213,-0.001405065,-0.012814167
0.004590688,0.085802828,-0.012976076,-0.013867123,0.00156436,-0.018284609,-0.002211618,-0.008154922,-0.018668721,0.004914659
-0.016160347,-0.012843269,-0.009806426,-0.006882964,-0.020417847,-0.006408005,-0.008895623,0.008154922,0.00571402,0.007183888
0.003871366,-0.001647574,0.010397726,0.005411964,0.012599082,0.000714064,0.017446708,0.006072844,0.010789114,0.020265769
-0.004647505,-0.00277238,-0.009601713,-0.015327862,-0.005270067,0.012061217,-0.004734194,-0.020388004,0.003786645,0.006153884
-0.011714385,0.005046178,-0.00039789,0.014100493,0.001722557,0.006326918,0.007656803,-0.001030441,-0.010366126,-0.009245149
-0.045809479,-0.014966267,0.003030176,0.001963176,-0.003405802,-0.007032491,0.004434016,0.002059716,0.009231619,-0.003524282
-0.001646096,0.00311065,0.00079337,0.019663194,0.004101868,0.014015658,0.004874415,-0.00309122,-0.003465372,-0.014796197
0.004930098,-0.005106508,-0.000495819,-0.017703839,0.00327486,-0.007684288,0.000591356,-0.004136583,-0.001085397,0.000429957
