Ford,Clorox,Chubb,Hormel Food,Grainger,AT&T,AbbVie,Amcor,Ecolab,Pentair
0.04058528,0.02043844,0.000868756,-0.009386928,0.015013209,0.009490739,-0.012926954,0.033485174,0.021105797,0.022974378
-0.02395898,0.027108295,0.003467707,-0.010397648,-0.00076875,-0.008220091,-0.001556868,-0.005503482,-0.001718028,-0.010601045
-0.013672088,0.026921203,-0.002782282,0.001842783,0.007519202,0.005698021,0.006775908,-0.001104408,-0.002697533,0.005885189
-0.011869576,-0.004462182,0.000319594,-0.003688876,0.010412255,-0.012067469,-0.000914916,0.002207373,0.015341553,0.000651801
-0.035446749,0.002951858,-0.000822175,0.001231056,0.000908658,-0.001278773,-0.028494848,-0.008859331,-0.005675778,-0.011303225
0.016360283,0.008578576,0.016362222,-0.000307583,0.015749766,0.000639591,0.003976458,0.008859331,0.012500514,0.011466153
-0.004065046,0.002394792,-0.001980009,-0.002156169,-0.00327456,-0.003843695,0.000360733,-0.013318604,0.00616423,-0.014931773
0.057384684,0.020347711,-0.01109735,0.014996395,0.014820163,0.003204104,-0.004192279,0.034050466,0.026788763,0.044617032
0.006708219,0.010781747,-0.006076313,-0.005482682,-0.008332106,0.00828294,-0.00333739,0.009672365,-0.003104974,0.011631725
-0.030055583,0.007507492,0.017173663,-0.002446545,0.000314495,0.007585371,0.004929639,-0.007514887,0.009988687,-0.0173397
0.010768582,0.000862591,0.002833842,-0.004295803,0.008952978,0.001258653,0.000144653,0.009651619,-0.004222153,0.000794723
0.006792845,-0.01549632,0.002377806,-0.01019947,0.008156631,0.012500163,7.22678E-05,0,0.003411575,-0.001590062
-0.014613022,0.016788924,0.009499406,0.00804466,-0.002475954,0.005574557,0.003032041,-0.000540979,0.008719596,-0.007186823
0.006845993,0.008289828,0.006106775,0.004305019,0.002735524,-0.001236156,-0.001875866,0.004319661,0.000267889,0.005275402
0.013552966,0.00482789,0.00163099,0.003981049,0.004095545,0.0024706,0.001443292,0.008583744,0.003156075,0.007940331
-0.005785937,0.003958427,0.00575335,-0.023501453,-0.00239114,0,0.003024182,-0.001068947,0.009355777,0.013043353
0.002897153,0.016511961,-0.014823554,-0.000312877,-0.044434897,-0.001852362,-0.007287935,-0.005361943,-0.003126554,-0.00720785
0.020993137,-0.01235837,0.000399886,-0.047429652,0.000709281,0.007389135,0.003037084,0.020224212,0.00116697,0.002042275
-0.03165732,0.0070707,0.019142055,0.003930598,0.013445538,0.016428785,0.027699439,-0.001054296,0.0163007,0.012786701
0.030712587,0.003412309,-0.003361734,0.023583713,0.02187827,0.011401264,0.007137924,0.008403411,0.003488331,0.026602975
0.011278315,-0.000208573,-0.002364456,0.013320844,-0.002716538,-0.005984458,0.005146694,-0.008403411,-0.005001989,0.003614432
-0.00938974,-0.016617357,-0.005450458,-0.012682478,-0.003537591,0.033060804,0.002909485,-0.01167122,-0.007550414,-0.017286254
0.008454724,0.007045259,-0.011481479,0.017710773,0.004946637,-0.016393693,0.012442147,0.004259857,0.001577713,0.016082959
0.012087548,0.008458871,-0.005185251,-0.001568628,0.006049965,0.008815749,0.010803543,0.024148155,0.011078718,0.004505129
0.017407677,-0.014726711,-0.000986453,-0.014866667,-0.004157797,-0.009997143,0.008814173,0.001036807,-0.001560395,0.009988991
0.005434796,-0.01093922,0.00697394,0.010461342,0.016516067,-0.017889505,0.013044282,-0.00832471,0.006950687,-0.00103908
0.00809721,0.016504721,0.011516307,-0.001578003,0.004430868,-0.012715944,0.01313734,-0.013677225,0.002890485,0.000148519
0.007142888,0.022850659,-0.004236784,0.032321054,-0.002756312,0.002434633,0.006893426,0.031285137,0.022827786,0.019263973
0.072072348,-0.023975382,-0.021267874,-0.024142336,0.01213887,0.012084678,0.003751877,-0.003084835,-0.009109364,0.05193387
-0.004979263,-0.001900729,-0.001997313,-0.026668247,-0.00637884,-0.007838448,-0.005438392,-0.011393184,0.000406652,-0.019407241
-0.007515693,0.006111895,0.001089927,0.016909032,0.011613573,-0.003638634,-0.004033018,0.008298803,0.002748337,-0.01091507
0.007515693,-0.001822608,0.006785514,0.003789048,-0.003571075,0.009071849,0.001172614,0.006179216,0.000457308,0.015837364
-0.018472398,-0.013563347,-0.013617386,-0.009499755,-0.017227971,-0.012723649,-0.012512882,-0.012396853,-0.010161133,-0.009868923
0.044746487,0.003975005,0.005514705,0.00760701,0.009792424,0.005472802,0.005915582,0.009312018,0.010516729,0.010009233
0.000810045,0.004946636,0.003402984,0.002837776,0.004612904,0.003631905,0.015283398,-0.003094381,0.003599178,0.00838108
0.00806456,0.000634199,0.005871225,0.001573038,0.000700385,0.00120779,-0.002067497,0,0.005148167,0.010103248
-0.004830927,-0.001833275,0.002788,0,0.003458391,0.000603318,0.001680194,0.004123717,0.003768565,0.005082011
-0.004043677,0.002607903,0.007783145,0.0040785,-0.005065148,0.009603915,-0.000839744,-0.001029336,-0.002611381,0.000137023
-0.012230075,0.003723862,0.006971176,0.005308365,0.001920565,0.002386696,0.001420645,-0.007235174,-0.002618143,-0.003980528
