report_date,gross_margin,profit_margin,current_ratio,debt_to_equity,revenue_growth,eps_estimate,eps_actual,eps_difference,surprise_percent
2024-09-30 00:00:00-04:00,0.47575431034482757,0.10398706896551724,1.1131386861313868,3.0714760322733743,,0,0,0,0
2024-07-01 00:00:00-04:00,0.5217847769028872,0.11968503937007874,1.1964809384164223,2.957504346146417,0.026400862068965525,0,0,0,0
2024-04-01 00:00:00-04:00,0.42862595419847327,0.13358778625954199,1.2495626822157435,3.020704140828166,0.37532808398950124,0,0,0,0
2024-01-02 00:00:00-05:00,0.3712190650779102,0.08799266727772685,0.7833850931677019,3.1083066101168924,-0.167175572519084,0,0,0,0
2023-10-02 00:00:00-04:00,0.5478494623655914,0.15161290322580645,0.7762650911893142,3.068961919666145,-0.14757103574702113,0,0,0,0
2023-06-30 00:00:00-04:00,,,,,0.0,0,0,0,0
