report_date,gross_margin,profit_margin,current_ratio,debt_to_equity,revenue_growth,eps_estimate,eps_actual,eps_difference,surprise_percent
2024-09-30 00:00:00-04:00,0.42488098877582214,0.2088264838188409,1.0136847131493127,8.256889653367237,,0,0,0,0
2024-07-01 00:00:00-04:00,0.4141193757374713,0.18462942761092682,1.010259538598048,10.954151640425719,-0.019150980477791846,0,0,0,0
2024-04-01 00:00:00-04:00,0.43884046219339146,0.2401986620717616,1.0134366934477677,12.872003804007175,0.09824787942204516,0,0,0,0
2024-01-02 00:00:00-05:00,0.42341368987327527,0.19771760415963266,1.0092665553654332,12.211732567830355,-0.09939185080072976,0,0,0,0
2023-10-02 00:00:00-04:00,0.4164752824367272,0.19936437237571625,0.9818427454661437,13.202833448514168,-0.029711661827267255,0,0,0,0
2023-06-30 00:00:00-04:00,,,,,0.0,0,0,0,0
