Date,Close,High,Low,Open,Volume
2015-01-28,93.15736389160156,95.23592420825679,93.14877295805573,94.96966424499665,6633500
2015-01-29,93.9561767578125,94.11937177626746,91.68006364726143,92.89113005228464,4912300
2015-01-30,91.25918579101562,93.95616261627306,91.16470516854787,93.29480481196195,5397500
2015-02-02,92.15245056152344,92.19539212782338,90.24566939839868,91.67146308000115,4657100
2015-02-03,92.59910583496094,92.76230086862297,91.49111089934107,92.20400793243182,4192600
2015-02-04,92.69357299804688,93.39787899193297,91.6886497908491,91.75736416902429,4768900
2015-02-05,93.46658325195312,94.31690229268798,93.03712826429428,93.03712826429428,3297700
2015-02-06,92.4187240600586,93.96476483800227,92.06657433189382,93.26904321144566,3661400
2015-02-09,91.46533203125,92.10951458735443,91.28496170189642,91.84325456111303,3909700
2015-02-10,93.5954360961914,94.01630021688482,92.01503808015414,92.12670058878187,5437400
2015-02-11,94.35125732421875,94.53162762856243,93.08865864085008,93.38928236771913,3798500
2015-02-12,94.34265899658203,95.15003638862727,93.4751647274296,95.08132202484418,3378000
2015-02-13,93.99913787841797,94.34269672881447,93.34636426732756,94.2138654363983,3727600
2015-02-17,94.27397918701172,94.27397918701172,93.20892589091908,93.91323194648261,3430600
2015-02-18,94.28255462646484,94.6690680861596,93.5782486377133,94.27397024397835,2958700
2015-02-19,94.50587463378906,94.78931653164032,93.99912083426456,94.08501053128995,2674800
2015-02-20,96.73043823242188,96.90221759644965,93.99910440541908,94.44573468366889,4647100
2015-02-23,99.97711181640625,100.05441056055066,96.9279791067708,97.04822596630369,7060000
2015-02-24,99.14398956298828,100.13173745329169,99.04950893112668,99.8568864932299,3582800
2015-02-25,97.95868682861328,99.4789546252494,97.67524495964214,99.4789546252494,3845900
2015-02-26,97.62373352050781,98.44828650117724,97.37464878369654,98.26791615099624,3126800
2015-02-27,97.59793853759766,98.13046508355104,97.40898384673977,97.71818541039954,4016400
2015-03-02,98.25930786132812,98.64581475017624,97.5979434745002,97.5979434745002,2952200
2015-03-03,96.93659973144531,98.3366209122306,96.50714465787094,97.87280864641455,3163700
2015-03-04,97.76115417480469,97.88999200943148,95.89732069982574,96.41266548536845,3180900
2015-03-05,98.59429168701172,99.3930783463566,97.97587536326547,97.97587536326547,2941400
2015-03-06,96.95376586914062,98.91208632366839,96.721863034677,98.91208632366839,3196900
2015-03-09,98.68879699707031,98.74032951927872,96.94521009738513,97.03109981872105,3942000
2015-03-10,96.59302520751953,98.26790376750388,96.59302520751953,98.13906594704912,3957900
2015-03-11,97.14024353027344,97.88999101642074,97.07129926778799,97.29536483342233,2593700
2015-03-12,99.001708984375,99.14821721013487,97.51082686688837,97.6573285177604,3258600
2015-03-13,99.32057189941406,99.44122109199934,97.83830287635182,98.62252920304391,3066800
2015-03-16,102.13859558105469,102.28510379886507,99.81178234972202,99.9669036701367,4692200
2015-03-17,101.34576416015625,101.80250847978829,100.75975096754262,101.75942323871976,3303500
2015-03-18,103.37957000732422,103.86216676669737,100.59601238822697,101.19925833744341,5533500
2015-03-19,104.06900024414062,104.36200354279103,103.25892147158609,103.41404279877978,4032500
2015-03-20,102.67293548583984,104.7325985242962,102.55228626328596,104.57747715602842,7195700
2015-03-23,102.58673095703125,103.82770157109265,102.19892435269318,102.96591788352507,4576500
2015-03-24,101.79387664794922,103.10378476843542,101.75940451650396,102.46606677391495,3054700
2015-03-25,100.43225860595703,103.19858309234795,100.40640615069242,102.42297655997504,3385500
2015-03-26,100.1823501586914,101.0096616806928,98.76040580920343,100.02722883738566,2856400
2015-03-27,101.6990966796875,101.88007046841582,99.98414237599405,100.01861451311676,2608500
2015-03-30,104.27583312988281,106.65435810670668,103.87079371780942,105.41338741012237,5178500
2015-03-31,101.9404067993164,104.21551551220662,101.8800821961295,104.10348598482769,4573100
2015-04-01,101.21649932861328,103.00039143730133,100.43227953101794,103.00039143730133,4826200
2015-04-02,101.13894653320312,102.01796310964,100.71667431534836,101.34577280267852,2497100
2015-04-06,101.43193054199219,102.13859285504594,99.92380919066757,99.98413378172506,2544700
2015-04-07,101.13033294677734,103.2675597764064,101.06138866116923,102.9400777072123,2528500
2015-04-08,101.85421752929688,102.40575857088528,101.23373221378796,101.50088305662014,2627000
2015-04-09,102.16446685791016,102.34544065760235,101.34576834514458,101.54398150188646,2247200
2015-04-10,102.55227661132812,102.63845368005735,101.66464031112827,102.1644765146022,2232600
2015-04-13,102.8711166381836,104.54297244778432,102.66428382832348,104.27582162032434,3961000
2015-04-14,103.34510803222656,103.56917365320407,102.13860944027857,102.84527186807993,3208800
2015-04-15,101.1044692993164,104.05176814670214,100.44089870468643,103.74152547067331,7344000
2015-04-16,104.79289245605469,105.41337774747045,103.86216451893105,105.07728264376817,7068000
2015-04-17,102.30235290527344,104.31893039248746,101.46642157712724,104.27583857303907,4390000
2015-04-20,102.1903076171875,103.69842901682172,101.75079611118274,103.28476996854296,4650700
2015-04-21,102.7935791015625,103.0952021414953,102.34545438150364,102.55228066961625,3379800
2015-04-22,101.52672576904297,103.36232908035339,100.97518478040256,103.01761431873133,3846700
2015-04-23,101.91455078125,102.19032132546646,100.79422924699593,101.24236049065291,3244300
2015-04-24,102.28511047363281,102.62981869714878,101.70771039197894,101.93177599717465,3139200
2015-04-27,100.1737289428711,102.90558809140953,100.02722730135636,102.70737496032861,5174300
2015-04-28,101.33712768554688,101.4663965371024,98.48462614901965,100.7338818114703,4144800
2015-04-29,97.90724182128906,101.10445840054088,96.55424174246942,100.15649769259058,7122600
2015-04-30,96.00272369384766,98.52775067650289,95.76142526408768,97.8383209558552,6705600
2015-05-01,97.55391693115234,97.95034323823864,96.29571345724833,96.76969714514183,5805100
2015-05-04,98.72594451904297,99.044806874223,97.76936402839114,97.9848099663778,3531500
2015-05-05,97.70043182373047,98.48465166319592,97.39018912957816,98.19164832699019,3960400
2015-05-06,97.80382537841797,98.66560903529863,97.08854994012154,98.24333688439562,3369800
2015-05-07,98.8982925415039,99.22576795832104,97.47634821802274,97.51082035266991,3300200
2015-05-08,99.69114685058594,100.47536666292602,99.1482254420428,99.90659279324585,3066000
2015-05-11,98.90691375732422,99.78593682571507,98.8638285166465,99.63081549452185,3376400
2015-05-12,98.79487609863281,99.17406300471501,98.09683345324275,98.44154822469136,3844600
2015-05-13,99.84625244140625,100.22543934463468,98.77764257535662,98.77764257535662,3667700
2015-05-14,102.14720916748047,102.22477311050639,100.1478714762943,100.98380262118839,4771400
2015-05-15,102.83665466308594,102.85388744483308,101.9576315715549,102.36267097893801,3083800
2015-05-18,103.24165344238281,103.39677471661561,102.4143355965509,102.74181749486765,2824700
2015-05-19,103.88803100585938,104.38786057101848,103.14689647403442,103.25892599167753,3554900
2015-05-20,104.48267364501953,105.008362327118,103.43991596041626,104.04316860907944,3379200
2015-05-21,103.81045532226562,104.13793073483696,103.45712745276595,104.0689930413238,2983500
2015-05-22,103.06069946289062,104.08622406970942,102.6728994657155,103.67257161604091,2945900
2015-05-26,101.89732360839844,103.06073052546259,101.43195952659492,102.74187469942461,3014500
2015-05-27,102.94004821777344,103.28476297217397,101.92314330847975,102.44883182959097,2887700
2015-05-28,103.0865707397461,103.25892485343375,101.94039681654806,102.81941331617585,2873600
2015-05-29,103.59502410888672,104.8101423559736,101.46641718802724,103.46575523102177,6019900
2015-06-01,103.29339599609375,103.89664196307727,102.33681555209994,103.87940918182971,3876400
2015-06-02,101.47503662109375,103.13827952254967,101.18203330187092,102.97453850599089,4219500
2015-06-03,101.99210357666016,102.54364464028168,101.21649690128986,101.6904805848184,3438100
2015-06-04,100.5270767211914,101.66463101915775,99.99276842408287,101.6215392012872,3300300
2015-06-05,100.42362976074219,100.61322318188901,99.4153446481555,100.25127569145579,2724500
2015-06-08,100.75115203857422,101.40610302401778,100.24269615328393,100.29440107979555,3271300
2015-06-09,100.8200912475586,101.1561864246577,99.7859532526212,100.76838632027842,3047300
2015-06-10,102.16446685791016,102.44885050034745,100.59602068568951,100.85455186744053,4006400
2015-06-11,103.26356506347656,103.80013641886507,102.31158916427569,102.47602370601685,3815600
2015-06-12,101.81829071044922,102.98662505225957,101.68847431630672,102.84815247111128,3076600
2015-06-15,102.96930694580078,104.61362573217143,100.3903115541207,101.10862312662131,6809500
2015-06-16,105.19347381591797,105.73869469553658,102.98661513619113,103.10777533166193,7229400
2015-06-17,103.62704467773438,105.75601110150083,103.13374766006575,105.49638491483826,4805900
2015-06-18,104.6222915649414,105.0463522782206,103.78281972241412,104.18957466489525,3478300
2015-06-19,104.13765716552734,104.61364182326126,103.76552034445143,104.4145957345092,4178700
2015-06-22,104.06841278076172,105.7819745824803,103.8001304199404,105.2627090286205,4435600
2015-06-23,106.22334289550781,106.2493048531024,104.72614611717555,105.03770281378237,4991000
2015-06-24,103.13374328613281,106.44835629023326,103.07316318487382,106.2752721731321,4650500
2015-06-25,105.8685073852539,106.80317737720738,103.41932839999505,103.47990849561786,6149500
2015-06-26,106.66471862792969,107.4089922435321,106.21469594541328,107.13205368442907,16358200
2015-06-29,104.8819351196289,106.4743303060578,104.8126988238529,105.61755260472349,3604000
2015-06-30,105.58292388916016,106.3964337762636,104.71749008679,105.946404501499,4982600
2015-07-01,106.77725219726562,107.01092309154912,105.77335211872523,106.40511528647977,3269300
2015-07-02,105.41850280761719,107.20995074304322,104.7348092241617,107.15802682114985,3682300
2015-07-06,105.72139739990234,106.5349006914495,103.21163803033167,103.50588235642115,6522800
2015-07-07,104.45783996582031,106.2752559313099,101.95673722035241,105.89446300860011,6476200
2015-07-08,102.79621887207031,103.84339290810958,102.46735642692312,103.02988968006434,4009800
2015-07-09,103.2808609008789,104.33669113584546,103.25489894472982,103.88666848954499,3315600
2015-07-10,105.71273040771484,106.23198932009697,104.45784754982812,104.70882412140546,4033500
2015-07-13,105.97234344482422,107.09740978466601,105.41846645981319,106.53487661474512,3766900
2015-07-14,108.17921447753906,108.35229857960901,105.58291333007813,105.73869166303518,4192400
2015-07-15,108.9234848022461,109.08791931629774,107.14934309582745,108.13593697466722,5067300
2015-07-16,108.1186294555664,108.61192638699956,105.66945056672508,108.54269010823192,7216600
2015-07-17,107.18397521972656,108.16191964322087,107.05415882868247,107.91959263199514,3702700
2015-07-20,106.14544677734375,107.51283363572006,105.86850825183902,107.3570553024527,3199700
2015-07-21,104.5963363647461,106.20604386513065,104.14630706209218,106.07622746618293,4239100
2015-07-22,104.37996673583984,104.92518762981764,103.9212878976582,104.69152341889448,3384700
2015-07-23,103.27220916748047,105.30597712389337,102.77891220271022,105.2627027960554,4896100
2015-07-24,102.06927490234375,103.6097461671307,101.75771817432654,103.09048715468089,3840600
2015-07-27,102.0173110961914,102.19905136111952,100.9614876431901,102.0173110961914,3752300
2015-07-28,105.16751098632812,105.21078531681165,102.5539038524237,102.76160611272587,5216900
2015-07-29,105.16751098632812,105.67812035454341,104.38862585951102,105.4271437637577,3924400
2015-07-30,104.33668518066406,105.51367554563814,103.46260189410191,104.83863831334848,3732400
2015-07-31,105.06366729736328,106.20603967814179,104.25881357890097,104.25881357890097,3593000
2015-08-03,104.6222915649414,105.73004577262182,103.97321621487217,105.24540495744561,2541300
2015-08-04,104.57902526855469,105.26271881548348,104.05111668445666,105.21945108379619,2058200
2015-08-05,107.24454498291016,107.52148350916245,105.37521158139107,105.37521158139107,3831900
2015-08-06,105.6175308227539,107.86765714952828,105.4098285809978,107.63399295289456,3014900
2015-08-07,105.42716217041016,105.46178032029384,104.07708733863116,105.33196390891426,2276300
2015-08-10,105.99833679199219,106.74260379995903,105.53100173856927,106.01564256312518,2480000
2015-08-11,105.80791473388672,106.46563952181792,104.95113070823243,104.95113070823243,2756000
2015-08-12,104.89055633544922,105.39250943996032,103.02987925955482,104.9424868446042,3005300
2015-08-13,104.30207061767578,105.57425926188836,104.10302455657614,105.00307643141181,3253400
2015-08-14,104.73479461669922,104.87326719275102,104.07706968866071,104.34535205134127,2040500
2015-08-17,107.15800476074219,107.27050876926246,104.11168091996387,104.19822297288219,2951800
2015-08-18,108.61193084716797,109.22638799030977,107.15800194701679,107.2099258568573,4140200
2015-08-19,106.63874816894531,108.17056300752628,106.31853530314679,107.9282426129698,3411500
2015-08-20,103.67033386230469,105.94642277819887,103.67033386230469,105.79064440278964,3201600
2015-08-21,100.63263702392578,102.81353380679069,100.39897281284378,102.33754259548488,5627800
2015-08-24,95.56985473632812,97.3007223352092,82.21621094685118,95.94199153419699,8824900
2015-08-25,95.1804428100586,99.17008783538847,95.02466441189858,97.79405082058999,8109900
2015-08-26,98.19212341308594,98.51233631321574,95.44004351762432,97.41323163083524,7503200
2015-08-27,101.9221420288086,101.97407254988302,99.49027501317461,99.74125162303599,5783700
2015-08-28,101.4980697631836,101.98271055326684,100.3903156128587,101.5932680044836,3333100
2015-08-31,100.13067626953125,102.79621364541262,99.66334788277535,101.43748300295607,4087000
2015-09-01,97.47382354736328,98.84986696320432,96.9891826475637,98.10559323694807,4658100
2015-09-02,98.8585205078125,99.17872683544412,97.3872788684637,98.51234561604002,4522100
2015-09-03,98.65080261230469,100.32109020521375,98.19212372870945,99.29987799914392,3137100
2015-09-04,97.2401351928711,97.85459235365697,96.28815940295968,97.36129538780152,3394900
2015-09-08,100.46822357177734,100.57207802223094,98.37387500815754,98.77197383079078,3990600
2015-09-09,100.02497100830078,102.31959959893275,99.8076765839508,101.94585292379878,3753500
2015-09-10,101.49385070800781,102.51079339224192,99.72073449682057,99.82503154965636,5525700
2015-09-11,103.17135620117188,103.3191214010685,100.7028955329353,100.97233840876886,3752500
2015-09-14,102.38906860351562,103.86666707253146,101.82410214255243,103.4581527602766,2686500
2015-09-15,104.32735443115234,104.83147887682881,102.06749468701584,103.09312420729353,3072100
2015-09-16,105.30085754394531,105.48338402681696,103.91017484256733,104.53597708471378,3475700
2015-09-17,107.13480377197266,108.75147419994752,105.08354466188189,105.60504975416154,5466500
2015-09-18,106.44815063476562,107.57807720588448,105.88318403355774,106.22216266802309,7458400
2015-09-21,107.725830078125,108.01265352975123,105.50942544651923,107.33469633833191,3476700
2015-09-22,106.8479995727539,107.595492817847,105.55292684261296,105.55292684261296,4566800
2015-09-23,107.15221405029297,107.96054948794523,106.07443567718958,106.90884538197596,3131300
2015-09-24,105.24867248535156,106.58720627746764,103.66677011854098,106.34383770277314,4735800
2015-09-25,101.14620208740234,106.39603571111056,100.15534013051129,106.19612194061897,8060200
2015-09-28,97.956298828125,100.66813493872507,96.48739340393561,100.4334599381308,5727000
2015-09-29,99.27745056152344,99.83372360552785,97.00889685997824,98.12144294798706,5142700
2015-09-30,100.83329010009766,101.62423822756104,99.85111521806157,100.29439762826105,4638600
2015-10-01,101.35477447509766,101.44169088654905,99.87717558653246,100.77242722394642,3768300
2015-10-02,103.28434753417969,103.30172816365173,99.79894445524957,100.07708094588133,3521600
2015-10-05,103.9970703125,104.59679816929007,102.67591703893126,104.01445094157205,3491200
2015-10-06,100.8680191040039,103.95359425838252,99.66855029553633,103.83190997800116,4652000
2015-10-07,101.19831085205078,101.52859583078067,99.60771484008237,101.22438510941151,4282000
2015-10-08,100.89413452148438,101.64162776666588,99.86850471748875,101.19834534654693,3646500
2015-10-09,103.66680145263672,103.84064093803164,100.7898259401586,100.81590020514325,4485100
2015-10-12,106.48294067382812,106.96967796686089,103.04968546390553,103.44081932977682,5840000
2015-10-13,107.76929473876953,109.50764938987902,105.6832678311788,107.04788259834461,6655700
2015-10-14,106.10050201416016,108.6471924709307,105.03141072247492,107.64763697393846,5592200
2015-10-15,104.44905090332031,104.73588104874115,100.78981469314074,103.43211489460744,8012400
2015-10-16,104.28389739990234,105.04007742157889,103.06704782997753,105.04007742157889,4416500
2015-10-19,104.93578338623047,105.09223557299583,103.6059364830765,104.11006093279786,3707500
2015-10-20,104.66634368896484,105.66589905170125,104.03184788368436,104.85756378303759,3278400
2015-10-21,102.65853118896484,104.99662024241026,100.19006421457068,104.90101020913428,5305600
2015-10-22,98.92106628417969,103.4581728462884,95.67034504245254,102.7454477263098,10475000
2015-10-23,100.75503540039062,101.36346351559325,99.12098439268875,99.47734365289162,5497500
2015-10-26,101.28526306152344,101.69377758805591,99.9554224156105,100.7550642034237,3377100
2015-10-27,103.75366973876953,103.88404099486901,100.73762423016484,101.16351913977773,4008400
2015-10-28,104.1100845336914,104.42298897815496,100.74637170265568,104.09270390068714,4405500
2015-10-29,104.04920959472656,105.75279623832732,103.86668316483679,104.11874536743588,3257500
2015-10-30,102.3717269897461,104.62290020921705,102.3717269897461,104.24045997935367,4237800
2015-11-02,103.16265869140625,104.25781734494096,102.42385266108467,103.11919717269437,3874200
2015-11-03,102.26740264892578,102.9627404989149,101.04185949270169,102.7106782902313,2758200
2015-11-04,99.6424789428711,102.34562070821598,99.13835454872083,102.21524279506731,5396100
2015-11-05,101.02447509765625,101.49382497903153,98.76460893339446,99.93800353072123,4009100
2015-11-06,99.79022979736328,100.65071997909223,99.09489203295189,100.15528925232205,4106900
2015-11-09,99.31218719482422,99.64247213845628,98.22571571160545,99.19918991654023,2755100
2015-11-10,100.72891235351562,100.99835507569915,99.11224275782726,99.3208433610889,2842600
2015-11-11,99.55557250976562,101.57206365691556,99.39042669449361,101.12878136035724,2374200
2015-11-12,98.06060028076172,99.72941940409112,97.80853802286856,98.8776292110845,3341300
2015-11-13,96.83504486083984,98.23441419404125,96.63513116678453,97.77375129230526,3767300
2015-11-16,98.92977905273438,99.20791557699006,96.29617238809189,96.39178243998894,2450000
2015-11-17,99.4251937866211,100.33783263140293,98.36479638793644,98.85154019975856,1981400
2015-11-18,101.91104888916016,102.15441749714164,98.86892802679716,99.30351672142045,3319900
2015-11-19,96.1571044921875,98.83417278521509,95.27054635945657,95.4269985747971,15731900
2015-11-20,98.19097137451172,99.46866320617389,96.13101856108727,96.38308080139386,7059400
2015-11-23,97.48692321777344,99.51210116373169,97.43476807366605,98.19095466590979,3780400
2015-11-24,98.3821792602539,98.60816058039264,96.53082739448685,96.80896386113919,3244800
2015-11-25,99.44257354736328,99.99884646352665,98.21703042715272,98.62554480055624,2959200
2015-11-27,99.38175201416016,100.73767342135787,99.15577063904225,99.51212996521929,1740400
2015-11-30,97.9649887084961,99.79895364192753,97.88676592172584,99.57296565020629,4605200
2015-12-01,101.05056762695312,101.146177672636,98.26050893430084,98.67771037791942,5467000
2015-12-02,102.6916732788086,104.2105724037585,101.35608899135784,101.46956770220791,6071100
2015-12-03,100.38713836669922,103.2503530736547,99.88956759945317,102.8313496169948,4286600
2015-12-04,102.77898406982422,103.22418113442632,100.5966546589484,100.90217944448284,3588200
2015-12-07,101.18151092529297,102.9099118657505,100.56172359196145,102.9099118657505,3164300
2015-12-08,101.15531158447266,101.56559050276893,99.47055332717623,100.34348492867822,3551900
2015-12-09,100.43077087402344,101.97585668534343,100.09032812475058,100.73629556440437,3839100
2015-12-10,101.44339752197266,102.17666365263841,99.81101275746707,100.43080015859891,3202600
2015-12-11,101.24260711669922,102.42978793293662,100.05541964052242,101.44337764961682,3830800
2015-12-14,101.12910461425781,101.90601305247836,99.88954358473045,101.15529149151091,3867200
2015-12-15,102.66547393798828,103.44238243784875,101.83619167946627,102.01950649472045,3124100
2015-12-16,103.73046875,104.54229544449657,102.04571041238626,103.26781604473828,3516900
2015-12-17,104.07091522216797,105.7032931899086,103.56461325294846,103.73047240216108,3945800
2015-12-18,101.10294342041016,103.75665643517794,101.10294342041016,103.5384235227129,7574800
2015-12-21,102.49090576171875,102.80515502102658,101.26006896800892,101.75763973016103,3185200
2015-12-22,102.51707458496094,103.30270758473826,101.44336594002603,103.17177319140112,2821600
2015-12-23,103.60826873779297,103.73047864669395,102.61312710249032,102.91865187474279,2479600
2015-12-24,103.30271911621094,104.03598510044502,103.2590765335397,103.46857824620399,900100
2015-12-28,103.29399108886719,103.53841085533418,102.46470212699516,103.23288614725044,1582600
2015-12-29,104.59466552734375,105.10969864180855,103.61697972391511,103.76538315957154,2027600
2015-12-30,103.80902862548828,104.84781940421705,103.58207119513028,104.77798327490389,1747700
2015-12-31,102.6916732788086,104.20184788288208,102.44725349547637,103.56460488210342,2372500
2016-01-04,101.66160583496094,102.05442902193735,99.97684770488559,102.05442902193735,4991000
2016-01-05,101.8536605834961,102.9099070330494,101.4433816609548,101.88857864711021,2816800
2016-01-06,100.81488037109375,101.82748434190285,99.95067985113795,101.06803136379602,2677300
2016-01-07,97.84690856933594,99.59277192496279,97.26204594358657,99.19122415236143,5277200
2016-01-08,96.1621322631836,98.64125439819067,95.8129583492554,98.07384762054966,4422400
2016-01-11,95.65583038330078,96.56367989518104,94.44245619433063,96.46765690239015,4525800
2016-01-12,97.99529266357422,98.7547388109314,96.06611483578195,96.33672147128266,4037800
2016-01-13,95.3503189086914,98.67618607969328,95.08843677210285,98.1262415847846,3434300
2016-01-14,96.6859130859375,97.59376281678435,93.84888517451866,94.92258739296612,4238200
2016-01-15,95.38522338867188,96.5898731376282,94.09328848043967,95.21937093014546,6357000
2016-01-19,98.27464294433594,99.65387649623543,95.6733037978412,97.32314401956589,7122800
2016-01-20,100.20381927490234,101.03310163185101,96.15341717918201,97.84689995631105,8380700
2016-01-21,99.07774353027344,100.80615114954522,97.99531013534265,100.09907197532766,5413900
2016-01-22,99.80226135253906,100.51806492588965,99.41816935612789,100.0990548698103,3622200
2016-01-25,98.97299194335938,100.65775036003049,98.51033921638766,99.96813353041483,2908500
2016-01-26,99.47930145263672,99.67134750326937,97.55885426619159,98.56272711090003,4592500
2016-01-27,98.05641174316406,100.22127845924052,97.62867044866668,99.88956683692197,4720300
2016-01-28,97.22713470458984,98.8595194543058,96.55498019584836,98.02150578395224,3525600
2016-01-29,100.52681732177734,100.52681732177734,96.56370662220654,97.70724501294086,5280800
2016-02-01,101.1640396118164,101.39100368591517,99.61022247516831,100.2387342742483,4333500
2016-02-02,99.40945434570312,100.72758300783752,98.8769655040442,100.34349094895174,2997700
2016-02-03,98.42304229736328,99.83719395012326,96.28436244578677,99.83719395012326,3462300
2016-02-04,99.68878173828125,99.99431311299966,97.80325302711627,98.35319751371871,3608300
2016-02-05,97.52391052246094,99.69750814342461,96.80810694214676,99.5752982633665,3330800
2016-02-08,96.03993225097656,97.00016234442076,95.00114816979361,96.45894235174673,5050200
